state,yr,qtr,index_nsa,index_sa,Warning
CO,2013,4,298.58,300.29,
CO,2014,1,303.28,305.94,
CO,2014,2,317.65,310.36,
CO,2014,3,320.60,316.23,
CO,2014,4,323.89,326.48,
CO,2015,1,338.81,340.75,
CO,2015,2,353.43,345.24,
CO,2015,3,360.80,356.44,
CO,2015,4,359.73,363.16,
CO,2016,1,370.74,371.69,
CO,2016,2,389.73,380.86,
CO,2016,3,397.18,392.83,
CO,2016,4,397.58,401.80,
CO,2017,1,412.10,412.17,
CO,2017,2,430.59,420.97,
CO,2017,3,432.62,428.28,
CO,2017,4,436.36,441.14,
CO,2018,1,456.47,455.99,
CT,1991,1,100.00,100.00,
CT,1991,2,97.81,98.03,
CT,1991,3,97.07,96.36,
CT,1991,4,96.60,95.90,
CT,1992,1,97.33,97.42,
CT,1992,2,95.25,95.44,
CT,1992,3,95.16,94.38,
CT,1992,4,96.04,95.37,
CT,1993,1,92.40,92.64,
CT,1993,2,91.62,91.73,
CT,1993,3,92.37,91.48,
CT,1993,4,91.98,91.42,
CT,1994,1,91.13,91.52,
CT,1994,2,91.95,91.89,
CT,1994,3,92.82,91.82,
CT,1994,4,91.87,91.46,
CT,1995,1,90.40,90.91,
CT,1995,2,90.68,90.43,
CT,1995,3,91.88,90.83,
CT,1995,4,91.08,90.83,
CT,1996,1,90.64,91.22,
CT,1996,2,92.02,91.55,
CT,1996,3,91.91,90.89,
CT,1996,4,90.86,90.73,
CT,1997,1,90.73,91.35,
CT,1997,2,92.65,92.02,
CT,1997,3,93.53,92.53,
CT,1997,4,93.43,93.37,
CT,1998,1,93.38,94.06,
CT,1998,2,96.39,95.62,
CT,1998,3,98.56,97.53,
CT,1998,4,99.66,99.64,
CT,1999,1,101.24,101.97,
CT,1999,2,104.67,103.82,
CT,1999,3,106.98,105.81,
CT,1999,4,108.13,108.11,
CT,2000,1,109.98,110.84,
CT,2000,2,114.59,113.66,
CT,2000,3,116.65,115.32,
CT,2000,4,117.92,117.87,
CT,2001,1,119.91,120.94,
CT,2001,2,124.76,123.80,
CT,2001,3,129.12,127.52,
CT,2001,4,130.35,130.21,
CT,2002,1,131.88,133.22,
CT,2002,2,138.57,137.48,
CT,2002,3,143.24,141.36,
CT,2002,4,146.39,146.25,
CT,2003,1,148.25,149.85,
CT,2003,2,153.51,152.26,
CT,2003,3,158.42,156.20,
CT,2003,4,160.02,160.06,
CT,2004,1,162.19,163.97,
CT,2004,2,170.76,169.14,
CT,2004,3,177.48,175.00,
CT,2004,4,178.64,179.05,
CT,2005,1,181.65,183.48,
CT,2005,2,189.73,187.69,
CT,2005,3,193.74,191.11,
CT,2005,4,193.90,194.63,
CT,2006,1,195.49,197.35,
CT,2006,2,199.81,197.38,
CT,2006,3,197.63,195.09,
CT,2006,4,194.45,195.32,
CT,2007,1,196.24,198.06,
CT,2007,2,198.58,196.08,
CT,2007,3,199.12,196.59,
CT,2007,4,193.29,194.07,
CT,2008,1,188.58,190.54,
CT,2008,2,189.96,187.42,
CT,2008,3,185.91,183.59,
CT,2008,4,180.20,180.76,
CT,2009,1,176.84,179.01,
CT,2009,2,178.15,175.60,
CT,2009,3,176.50,174.31,
CT,2009,4,172.69,172.97,
CT,2010,1,168.75,171.34,
CT,2010,2,173.02,170.29,
CT,2010,3,170.21,168.04,
CT,2010,4,166.38,166.50,
CT,2011,1,162.49,165.39,
CT,2011,2,168.17,165.41,
CT,2011,3,164.78,162.46,
CT,2011,4,161.87,162.04,
CT,2012,1,157.19,160.16,
CT,2012,2,162.44,159.84,
CT,2012,3,163.72,161.07,
CT,2012,4,160.59,161.10,
CT,2013,1,158.35,161.14,
CT,2013,2,164.95,162.42,
CT,2013,3,166.13,163.24,
CT,2013,4,161.94,162.83,
CT,2014,1,162.13,164.58,
CT,2014,2,164.64,162.21,
CT,2014,3,165.85,163.05,
CT,2014,4,162.49,163.58,
CT,2015,1,162.62,164.74,
CT,2015,2,167.39,164.89,
CT,2015,3,167.48,164.93,
CT,2015,4,163.94,164.94,
CT,2016,1,163.71,165.72,
CT,2016,2,168.54,166.01,
CT,2016,3,168.58,166.27,
CT,2016,4,166.67,167.47,
CT,2017,1,166.07,168.15,
CT,2017,2,171.95,169.33,
CT,2017,3,173.78,171.53,
CT,2017,4,172.92,173.60,
CT,2018,1,172.04,174.28,
DC,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,2,101.20,99.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,3,98.75,96.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,4,97.69,98.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,1,99.54,99.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,2,100.41,99.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,3,101.71,99.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,4,97.89,98.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,1,93.25,93.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,2,98.23,96.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,3,98.20,96.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,4,90.76,91.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,1,95.64,95.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,2,97.73,96.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,3,99.07,97.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,4,91.60,92.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,1,92.23,92.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,2,89.41,88.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,3,92.08,90.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,4,93.44,94.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,1,93.42,93.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,2,94.97,93.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,3,93.62,91.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,4,96.94,97.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,1,89.19,88.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,2,96.08,95.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,3,93.05,91.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,4,94.44,95.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,1,96.99,96.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,2,100.42,99.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,3,105.89,104.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,4,106.92,107.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,1,108.02,107.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,2,110.78,109.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,3,117.86,115.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,4,117.33,117.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,1,126.90,126.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,2,129.30,127.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,3,133.41,131.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,4,132.68,133.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,1,140.56,140.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,2,147.70,145.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,3,156.51,153.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,4,159.05,159.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,1,167.03,167.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,2,179.00,176.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,3,185.11,181.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,4,190.75,191.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,1,187.44,188.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,2,207.50,205.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,3,219.08,214.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,4,217.93,218.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,1,239.45,240.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,2,250.60,247.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,3,256.09,250.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,4,276.50,277.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,1,282.08,284.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,2,315.67,312.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,3,330.60,323.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,4,322.76,322.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,1,319.47,322.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,2,325.02,321.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,3,338.21,331.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,4,333.88,333.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,1,334.49,337.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,2,344.25,340.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,3,344.78,337.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,4,333.61,332.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,1,327.73,331.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,2,320.47,317.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,3,328.58,321.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,4,317.60,316.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,1,304.12,306.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,2,314.05,312.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,3,316.39,309.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,4,322.44,320.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,1,324.74,327.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,2,311.79,310.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,3,334.41,326.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,4,322.11,319.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,1,312.03,314.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,2,335.18,334.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,3,332.70,325.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,4,341.17,338.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,1,338.10,341.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,2,347.36,346.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,3,369.24,361.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,4,368.79,365.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,1,382.26,385.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,2,395.44,395.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,3,423.03,413.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,4,407.63,403.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,1,436.80,440.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,2,429.19,428.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,3,430.88,421.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,4,443.25,438.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,1,435.62,439.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,2,460.03,460.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,3,486.93,476.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,4,473.75,468.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,1,445.22,449.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,2,497.42,497.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,3,488.09,478.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,4,496.50,490.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,1,511.51,515.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,2,509.17,509.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,3,545.52,534.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,4,564.72,556.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,1,547.22,552.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,2,99.77,99.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,3,99.82,99.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,4,101.01,100.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,1,100.76,100.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,2,99.84,99.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,3,99.49,99.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,4,100.79,100.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,1,99.08,99.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,2,99.51,99.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,3,99.26,98.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,4,98.74,98.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,1,97.18,97.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,2,99.84,99.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,3,99.97,99.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,4,100.25,99.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,1,99.97,100.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,2,99.22,99.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,3,100.01,99.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,4,99.44,99.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,1,99.65,99.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,2,99.57,99.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,3,101.27,100.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,4,100.45,100.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,1,100.36,100.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,2,100.72,100.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,3,102.91,101.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,4,101.08,101.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,1,102.89,102.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,2,103.47,103.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,3,106.61,105.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,4,105.75,105.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,1,107.89,107.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,2,109.70,109.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,3,112.13,111.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,4,112.74,112.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
